,EQUITY,EQUITY,EQUITY,DEBT,DEBT,DEBT
Date,Gross Purchase,Gross Sales,Net Purchase/Sales,Gross Purchase,Gross Sales,Net Purchase/Sales
16-Sep-2005,505.83,341.41,164.42,839.97,430.01,409.96
15-Sep-2005,393.36,353.77,39.59,669.01,487.84,181.17
14-Sep-2005,500.01,367.81,132.2,349.31,297.47,51.84
13-Sep-2005,497.68,227.42,270.26,621.56,227.38,394.18
12-Sep-2005,543.48,227.54,315.94,412.46,158.98,253.48
10-Sep-2005,N.A.,N.A.,N.A.,240.94,62.53,178.41
09-Sep-2005,562.39,277.75,284.64,688.9,432.18,256.72
08-Sep-2005,389.55,206.24,183.31,638.05,625.18,12.87
06-Sep-2005,255.48,300.99,-45.51,835.81,462.93,372.88
05-Sep-2005,327.97,239.13,88.84,747.65,414.27,333.38
03-Sep-2005,N.A.,N.A.,N.A.,78.09,241.17,-163.08
02-Sep-2005,480.43,288.09,192.34,784.17,286,498.17
01-Sep-2005,439.2,261.45,177.75,1007.28,542.32,464.96
Total,10262.71,7029.08,3233.63,13679.32,8932.74,4746.58
30-May-2008,1219.7,768.5,451.2,1493.4,1927.9,-434.5
29-May-2008,1106.4,1105.5,0.9,1026.6,946,80.6
28-May-2008,1099.1,735.2,363.9,1499,1342.5,156.5
27-May-2008,521.3,615.7,-94.4,1150.7,1720.9,-570.2
26-May-2008,538.5,486.7,51.8,1542.5,1235.2,307.3
23-May-2008,564.2,545.6,18.6,1232,953.1,278.9
22-May-2008,548.8,640.9,-92.1,1492,928.8,563.2
21-May-2008,432.4,476.9,-44.5,853.6,882,-28.4
20-May-2008,311.1,799.7,-488.6,1209.2,1279.5,-70.3
16-May-2008,680.9,453.8,227.1,945.3,884,61.3
15-May-2008,1019.5,709.6,309.9,2824.4,1717.9,1106.5
14-May-2008,638.6,505.6,133,1795.3,1899.9,-104.6
13-May-2008,599.3,904.7,-305.4,1579.7,1275.1,304.6
12-May-2008,410.6,475.4,-64.8,1322,888,434
09-May-2008,539.5,874.7,-335.2,1535.5,1064.9,470.6
08-May-2008,492.3,575.7,-83.4,1749.2,1094.8,654.4
07-May-2008,612.5,635.5,-23,1955.4,1438.3,517.1
06-May-2008,588.5,615,-26.5,2393.9,2045.3,348.6
05-May-2008,680.2,538.5,141.7,1578.4,794.1,784.3
02-May-2008,866.7,942.9,-76.2,1741.8,683.3,1058.5
01-May-2008,N.A.,N.A.,N.A.,0,0,0
Total,13470.1,13406.1,64,30919.9,25001.5,5918.4
Total,0,0,0,0,0,0
29-Dec-2000,108.17,43.71,64.46,0,0,0
28-Dec-2000,37.63,45.09,-7.46,0,0,0
27-Dec-2000,152.79,107.19,45.6,0,0,0
26-Dec-2000,66.56,34.77,31.81,0,0,0
22-Dec-2000,50.22,83.17,-32.95,0,0,0
21-Dec-2000,50.32,164.05,-113.73,0,0,0
20-Dec-2000,50.23,88.38,-38.15,0,0,0
19-Dec-2000,69.38,101.02,-31.64,0,0,0
18-Dec-2000,44.71,141.58,-96.87,0,0,0
15-Dec-2000,69.91,233.08,-163.17,0,0,0
14-Dec-2000,49.05,96.45,-47.4,0,0,0
13-Dec-2000,110.22,68.61,41.61,0,0,0
12-Dec-2000,121.74,73.08,48.66,0,0,0
11-Dec-2000,160.08,74.82,85.26,0,0,0
08-Dec-2000,79.52,72.14,7.38,0,0,0
07-Dec-2000,38.75,45.65,-6.9,0,0,0
06-Dec-2000,175.41,55.86,119.55,0,0,0
05-Dec-2000,63.62,64.4,-0.78,0,0,0
04-Dec-2000,99.52,30.2,69.32,0,0,0
01-Dec-2000,167.05,130.42,36.63,0,0,0
Total,1764.88,1753.67,11.23,0,0,0
31-Mar-2011,730.3,1370.6,-640.3,3528,10180.9,-6652.9
30-Mar-2011,474.8,724.2,-249.4,3783.5,6574.4,-2790.9
29-Mar-2011,398,689.8,-291.8,4271.3,5853.3,-1582
28-Mar-2011,787.3,610.8,176.5,5184.1,2869.3,2314.8
25-Mar-2011,667.6,588.4,79.2,3352,3654.8,-302.8
24-Mar-2011,656.3,498.3,158,3098.1,2031.8,1066.3
23-Mar-2011,532.7,300.4,232.3,2496.1,1741.1,755
22-Mar-2011,319.1,321.5,-2.4,2903.1,1868.1,1035
21-Mar-2011,183.8,441.4,-257.6,3618.7,1420.9,2197.8
18-Mar-2011,312.9,332.7,-19.8,4717.4,2311.8,2405.6
17-Mar-2011,366.2,301.2,65,3257.7,2509.9,747.8
16-Mar-2011,687.7,401,286.7,3239.8,1859.7,1380.1
15-Mar-2011,331.5,416.4,-84.9,3916.9,2457.8,1459.1
14-Mar-2011,405.3,373.2,32.1,4222.3,1722.8,2499.5
11-Mar-2011,350.6,483,-132.4,3729,1544.8,2184.2
10-Mar-2011,257.1,308.2,-51.1,4147.7,1956.1,2191.6
09-Mar-2011,484.7,303.7,181,3060.8,1566.2,1494.6
08-Mar-2011,346.7,294.2,52.5,5795.9,1341.5,4454.4
07-Mar-2011,276.6,519.2,-242.6,5031,1711,3320
04-Mar-2011,512.8,516.5,-3.7,5938.1,1398,4540.1
03-Mar-2011,542.5,496,46.5,4161.9,1615.4,2546.5
01-Mar-2011,970.7,557.8,412.9,4496.5,1905,2591.5
Total,10595.2,10848.5,-253.3,87949.9,60094.6,27855.3
31-Mar-2015,1502.9,867.6,635.3,14753.7,15166.4,-412.7
30-Mar-2015,733.2,245.5,487.7,6364.4,6377.7,-13.3
27-Mar-2015,1681.8,727.6,954.2,13988,10976.4,3011.6
26-Mar-2015,2197.2,2309.1,-111.9,9040.4,6440.9,2599.5
25-Mar-2015,839,767.6,71.4,7626.7,4557.7,3069
24-Mar-2015,938.8,1331.7,-392.9,5261.4,4035.2,1226.2
23-Mar-2015,795.6,721.2,74.4,6716.4,2583.9,4132.5
20-Mar-2015,734.4,862.5,-128.1,8904.5,5474.2,3430.3
19-Mar-2015,900.3,721.1,179.2,5473.6,3930.4,1543.2
18-Mar-2015,487.2,828.2,-341,5318.7,2622.5,2696.2
17-Mar-2015,791.9,795.8,-3.9,5100.7,2352,2748.7
16-Mar-2015,859.3,690.7,168.6,4463.9,1808.2,2655.7
13-Mar-2015,1075.2,844.4,230.8,9524.2,1890.9,7633.3
12-Mar-2015,1082.3,700.5,381.8,5617.2,2017.6,3599.6
11-Mar-2015,1071.8,789.4,282.4,5504.3,3330.7,2173.6
10-Mar-2015,861.2,618.1,243.1,6516.8,1555,4961.8
09-Mar-2015,802.6,796.6,6,11169.5,4679.8,6489.7
05-Mar-2015,999.3,784.3,215,12163.1,3730.5,8432.6
04-Mar-2015,1331.1,1130.6,200.5,8236.5,4086,4150.5
03-Mar-2015,752.1,510.9,241.2,5466.2,3143.6,2322.6
02-Mar-2015,1351.5,804.8,546.7,14422.4,3573.5,10848.9
Total,21788.7,17848.2,3940.5,171632.6,94333.1,77299.5
30-Oct-2009,1336.2,1221.4,114.8,2711.8,1688.7,1023.1
29-Oct-2009,1758.4,1300.7,457.7,3528.2,2744.6,783.6
28-Oct-2009,1290.2,851.5,438.7,2881.4,1792.6,1088.8
27-Oct-2009,912.8,1550.4,-637.6,3021.5,1278.8,1742.7
26-Oct-2009,617.6,1091.4,-473.8,2667.5,1922,745.5
23-Oct-2009,618,927.2,-309.2,3318.1,2261.2,1056.9
22-Oct-2009,769,1326.9,-557.9,3752.8,2800.5,952.3
21-Oct-2009,680.1,1238.1,-558,4449.6,2274.1,2175.5
20-Oct-2009,613.6,931.6,-318,2553.3,2157.3,396
17-Oct-2009,28.9,8.4,20.5,0,0,0
16-Oct-2009,621.3,805,-183.7,2227.2,822.4,1404.8
15-Oct-2009,579,1078.6,-499.6,2819,1264.5,1554.5
14-Oct-2009,968.4,982.4,-14,2397,2052.4,344.6
12-Oct-2009,542.9,546,-3.1,2909.7,1988.5,921.2
09-Oct-2009,797.8,1086.3,-288.5,3246,3116.6,129.4
08-Oct-2009,1052.3,1095.2,-42.9,2681.9,2546.6,135.3
07-Oct-2009,885.4,821.4,64,4241.1,2983.1,1258
06-Oct-2009,714.1,1435.4,-721.3,7212.1,3308.9,3903.2
05-Oct-2009,476.1,1382.8,-906.7,8609.7,2088.9,6520.8
01-Oct-2009,989.9,1765.7,-775.8,9896.2,1724.6,8171.6
Total,16252,21446.4,-5194.4,75124.1,40816.3,34307.8
Total,0,0,0,0,0,0
31-Jan-2017,2143.4,2396,-252.6,7055,10789,-3734
30-Jan-2017,1840.5,1570,270.5,6309.3,5337.5,971.8
27-Jan-2017,1764.6,1325.8,438.8,6625.8,3346,3279.8
25-Jan-2017,2139,1927.7,211.3,5511.7,5216.3,295.4
24-Jan-2017,2222.1,1735.8,486.3,8739.4,5971.4,2768
23-Jan-2017,2176.7,1399.2,777.5,6200.7,6484,-283.3
20-Jan-2017,1765.4,1707.2,58.2,4829.8,2773.9,2055.9
19-Jan-2017,1820.7,1247,573.7,3404,1710,1694
18-Jan-2017,1968.4,1790.6,177.8,5293.8,2671.5,2622.3
17-Jan-2017,1558.1,2088.9,-530.8,2248,2891.4,-643.4
16-Jan-2017,1675.6,1537,138.6,2438.3,1640.5,797.8
13-Jan-2017,1688.8,1790.6,-101.8,2049.5,2260.5,-211
12-Jan-2017,1864.1,1556.9,307.2,5395.4,3156,2239.4
11-Jan-2017,3136.6,2088.3,1048.3,3922.2,3881,41.2
10-Jan-2017,1748.4,1541.8,206.6,4556.6,4020.4,536.2
09-Jan-2017,1533.7,1310.7,223,2816.7,2691.9,124.8
06-Jan-2017,1682.2,1597,85.2,5159.8,3710,1449.8
05-Jan-2017,1423.5,1094.1,329.4,5743.6,3974.3,1769.3
04-Jan-2017,1275,969.2,305.8,7241.2,2294.6,4946.6
03-Jan-2017,1504.3,1139.5,364.8,9168.2,4406.5,4761.7
02-Jan-2017,1054.6,938.9,115.7,9157,3534.4,5622.6
Total,37985.7,32752.2,5233.5,113866,82761.1,31104.9
28-Feb-2011,1050.6,744.6,306,2974.2,3978.4,-1004.2
25-Feb-2011,556.7,617.1,-60.4,3948.7,2187.7,1761
24-Feb-2011,1234.5,1080.5,154,3531.6,1344.8,2186.8
23-Feb-2011,731.2,417.5,313.7,2083.1,1190.7,892.4
22-Feb-2011,617.3,414.6,202.7,2437,1335.9,1101.1
21-Feb-2011,247,428,-181,1608,351.6,1256.4
18-Feb-2011,885.3,843.9,41.4,2383.7,2226,157.7
17-Feb-2011,818.7,370.2,448.5,1958.6,1768.7,189.9
16-Feb-2011,392.9,598.9,-206,0,0,0
15-Feb-2011,559.4,795.6,-236.2,2209.2,4508.3,-2299.1
14-Feb-2011,589.7,398.2,191.5,3245.4,2648.5,596.9
11-Feb-2011,679.3,425.6,253.7,3576.8,3223.3,353.5
10-Feb-2011,678.8,599.9,78.9,4828.9,2306.9,2522
09-Feb-2011,585.3,788.9,-203.6,5317.4,1149.2,4168.2
08-Feb-2011,557.9,573.9,-16,2551.5,1046.4,1505.1
07-Feb-2011,451.9,471.5,-19.6,3996.2,1509,2487.2
04-Feb-2011,570.3,591.5,-21.2,4263.9,893.6,3370.3
03-Feb-2011,663.4,525.4,138,1964,1217.8,746.2
02-Feb-2011,914.5,449,465.5,3304.5,1337.6,1966.9
01-Feb-2011,421.1,643.8,-222.7,1698.7,1105.2,593.5
Total,13205.8,11778.6,1427.2,57881.4,35329.6,22551.8
28-Feb-2002,157.6,118.66,38.94,21.55,134.02,-112.47
27-Feb-2002,93.28,92.21,1.07,262.51,244.28,18.23
26-Feb-2002,155.54,117.92,37.61,286.2,149.58,136.61
25-Feb-2002,51.85,67.44,-15.59,387.08,215.65,171.43
22-Feb-2002,38.98,65.6,-26.62,358.99,193.65,165.34
21-Feb-2002,77.28,103.69,-26.4,106.02,61.48,44.54
20-Feb-2002,54.62,79.15,-24.53,229.38,109.46,119.92
19-Feb-2002,86.83,97.92,-11.09,115.34,135.12,-19.78
18-Feb-2002,117.55,147.12,-29.57,329.9,94.61,235.29
16-Feb-2002,N.A.,N.A.,N.A.,72.61,9.84,62.77
15-Feb-2002,77.21,126.1,-48.89,230.01,106.32,123.69
14-Feb-2002,98.57,119.59,-21.02,138.79,115.74,23.05
13-Feb-2002,95.95,155.43,-59.48,146.23,170.77,-24.54
12-Feb-2002,49.13,75.85,-26.72,129.97,94.22,35.75
11-Feb-2002,41.42,91.7,-50.28,142.41,84.11,58.3
10-Feb-2002,N.A.,N.A.,N.A.,15.17,23.11,-7.93
08-Feb-2002,63.87,137.63,-73.76,80.07,134.82,-54.75
07-Feb-2002,82.52,133.05,-50.53,154.94,256.93,-101.99
06-Feb-2002,161.03,117.06,43.97,163.11,168.79,-5.68
05-Feb-2002,44.88,59.68,-14.79,114.63,239.27,-124.64
04-Feb-2002,88.57,90.56,-1.99,113.72,168.05,-54.33
02-Feb-2002,N.A.,N.A.,N.A.,63.11,4.93,58.18
01-Feb-2002,66.6,61.4,5.2,218.51,148.77,69.73
Total,1703.28,2057.76,-354.47,3880.25,3063.52,816.72
30-Jan-2009,919.9,385.4,534.5,1092,886,206
29-Jan-2009,1200.2,620.6,579.6,1924.4,453.9,1470.5
28-Jan-2009,857.2,431.2,426,1100.3,345.8,754.5
27-Jan-2009,526.5,499.2,27.3,1222.2,347.9,874.3
23-Jan-2009,466.6,672.3,-205.7,2514.5,373.5,2141
22-Jan-2009,350.5,487.9,-137.4,1121.5,232.2,889.3
21-Jan-2009,251,504.7,-253.7,789.6,602.7,186.9
20-Jan-2009,281.3,403.2,-121.9,1568.3,1582.2,-13.9
19-Jan-2009,237.6,126,111.6,1537.2,533.3,1003.9
16-Jan-2009,610.7,325.7,285,2360.4,569.9,1790.5
15-Jan-2009,307.7,545.2,-237.5,2195,977.3,1217.7
14-Jan-2009,257.4,403.3,-145.9,911.7,510.8,400.9
13-Jan-2009,419.1,598.4,-179.3,1379,864,515
12-Jan-2009,352,791.7,-439.7,1057.6,631.8,425.8
09-Jan-2009,540.1,889.6,-349.5,2184.2,725.6,1458.6
07-Jan-2009,439.6,1450.8,-1011.2,1631.2,734.5,896.7
06-Jan-2009,541.8,591.5,-49.7,1823.8,539.3,1284.5
05-Jan-2009,723,537.2,185.8,2741,995.1,1745.9
02-Jan-2009,540.1,467.9,72.2,1693,919.1,773.9
01-Jan-2009,427.1,381.8,45.3,928.1,528.4,399.7
Total,10249.4,11113.6,-864.2,31775,13353.3,18421.7
31-Jul-2014,2517.5,1063.4,1454.1,9094.3,8312.6,781.7
30-Jul-2014,2033.2,1143,890.2,7611.2,7786.2,-175
28-Jul-2014,953.6,660.5,293.1,3992.8,4300.3,-307.5
25-Jul-2014,930,831.7,98.3,5447,7499,-2052
24-Jul-2014,779,524.5,254.5,4626.5,7434.1,-2807.6
23-Jul-2014,723.7,623,100.7,4074,4377.9,-303.9
22-Jul-2014,881.9,595,286.9,5689.9,4132,1557.9
21-Jul-2014,543.6,578.7,-35.1,4459.6,2377.3,2082.3
18-Jul-2014,567.3,599.2,-31.9,9097.9,5298.8,3799.1
17-Jul-2014,942.5,599.4,343.1,6630,3338.1,3291.9
16-Jul-2014,1048.8,656,392.8,3689.8,3683,6.8
15-Jul-2014,950.2,352.8,597.4,3291.3,4822.1,-1530.8
14-Jul-2014,1258.5,544.2,714.3,8461.9,8581.3,-119.4
11-Jul-2014,992.9,833.9,159,3086.7,6438,-3351.3
10-Jul-2014,860,981.9,-121.9,4726.3,5909.8,-1183.5
09-Jul-2014,843.1,795,48.1,4070.3,4836.3,-766
08-Jul-2014,739.5,1002.8,-263.3,5768.3,4003.3,1765
07-Jul-2014,1130.1,783.3,346.8,9334.8,5615,3719.8
04-Jul-2014,645.8,738.9,-93.1,7535.3,2704,4831.3
03-Jul-2014,565.9,786.1,-220.2,7905.9,3924.9,3981
02-Jul-2014,808.2,736.2,72,7654.4,3791.8,3862.6
01-Jul-2014,811.2,1033.3,-222.1,2168.6,463.9,1704.7
Total,21526.5,16462.8,5063.7,128416.8,109629.7,18787.1
28-Feb-2005,212.2,234.97,-22.77,358.4,140.73,217.67
26-Feb-2005,N.A.,N.A.,N.A.,60.16,4.26,55.9
25-Feb-2005,269.92,164.94,104.98,174.4,214.32,-39.92
24-Feb-2005,359.32,119.63,239.69,291.63,174.06,117.57
23-Feb-2005,215.15,132.81,82.34,259.35,80.17,179.18
22-Feb-2005,120.69,192.64,-71.95,266.05,232.91,33.14
21-Feb-2005,121.86,180.28,-58.42,209.64,145.84,63.8
19-Feb-2005,N.A.,N.A.,N.A.,40.13,40.09,0.04
18-Feb-2005,202.63,251.98,-49.35,124.81,97.79,27.02
17-Feb-2005,108.62,205.94,-97.32,318.27,193.74,124.53
16-Feb-2005,179.72,157.57,22.15,237.29,154,83.29
15-Feb-2005,107.62,239.6,-131.98,261.86,189.49,72.37
14-Feb-2005,240.43,195.25,45.18,174.22,46.83,127.39
12-Feb-2005,N.A.,N.A.,N.A.,40.2,59.81,-19.61
11-Feb-2005,229.54,167.9,61.64,260.32,218.11,42.21
10-Feb-2005,198.31,148.58,49.73,350.41,449.75,-99.34
09-Feb-2005,193.6,141.26,52.34,597.15,213.7,383.45
08-Feb-2005,199.2,169.55,29.65,486.78,406.32,80.46
07-Feb-2005,109.64,195.16,-85.52,378.63,191.39,187.24
05-Feb-2005,N.A.,N.A.,N.A.,261.26,71.35,189.91
04-Feb-2005,131.16,113.52,17.64,409.49,343.13,66.36
03-Feb-2005,195.62,211.86,-16.24,767.85,280.55,487.3
02-Feb-2005,290.22,246.23,43.99,793.07,525.92,267.15
01-Feb-2005,159.5,272.45,-112.95,366.45,254.61,111.84
Total,3844.95,3742.12,102.83,7487.82,4728.87,2758.95
30-Apr-2002,70.3,60.03,10.27,371.93,200.2,171.73
29-Apr-2002,82.7,75.37,7.33,127.86,43.32,84.54
27-Apr-2002,N.A.,N.A.,N.A.,55.14,11.24,43.9
26-Apr-2002,25.79,42.35,-16.56,146.89,32.15,114.74
25-Apr-2002,56.51,43.58,12.93,0.05,0,0.05
24-Apr-2002,34.71,45.08,-10.37,60.24,41.1,19.14
23-Apr-2002,43.7,52,-8.3,41.28,42.82,-1.54
22-Apr-2002,47.99,53.51,-5.52,67.46,57.96,9.5
20-Apr-2002,N.A.,N.A.,N.A.,19.75,29.91,-10.16
19-Apr-2002,45.56,89.66,-44.1,217.22,74.42,142.8
18-Apr-2002,50.77,77.58,26.81,212.61,139.66,72.95
17-Apr-2002,62.08,122.14,-60.06,178.23,102.11,76.12
16-Apr-2002,46.24,54.42,-8.18,65.71,40.46,25.24
15-Apr-2002,35.71,60.65,-24.93,15.74,42.54,-26.8
12-Apr-2002,81.27,102.45,-21.18,109.9,16.09,93.81
11-Apr-2002,98.98,92.94,6.04,143.65,59.46,84.19
10-Apr-2002,103.79,86.82,16.97,39.91,34.89,5.02
09-Apr-2002,69.31,91.56,-22.25,249.4,75.98,173.42
08-Apr-2002,60.06,75.33,-15.26,252.84,98.84,154
06-Apr-2002,N.A.,N.A.,N.A.,38.49,5.17,33.32
05-Apr-2002,52.63,98.13,-45.49,145.06,68.89,76.17
04-Apr-2002,62.72,120.76,-58.04,174.4,155.41,18.99
03-Apr-2002,45.94,69.09,-23.15,170.13,101.28,68.85
02-Apr-2002,71.23,92.97,-21.73,146.26,165.29,-19.03
01-Apr-2002,51.39,79.29,-27.9,64.88,56.03,8.85
Total,1299.38,1685.71,-332.67,3115.03,1695.22,1419.8
29-Apr-2015,1229.9,616.1,613.8,7882.9,7553,329.9
28-Apr-2015,2378.1,822.4,1555.7,10041.6,15801.7,-5760.1
27-Apr-2015,1995.1,763.5,1231.6,5329.7,13073.8,-7744.1
24-Apr-2015,1266.1,1008.9,257.2,5106.3,4233.2,873.1
23-Apr-2015,897.5,527.2,370.3,5338.1,5714,-375.9
22-Apr-2015,1312,790.8,521.2,3445.1,4142.6,-697.5
21-Apr-2015,2893,756.9,2136.1,6880.3,4119.7,2760.6
20-Apr-2015,1146,822.8,323.2,5776.7,7550.8,-1774.1
17-Apr-2015,832.2,630.5,201.7,4529.6,4415.8,113.8
16-Apr-2015,985.7,724,261.7,6839.1,6607.2,231.9
15-Apr-2015,911.6,744.3,167.3,7621.3,6682.8,938.5
13-Apr-2015,742.7,697,45.7,5058,3632.4,1425.6
10-Apr-2015,733.6,864.1,-130.5,4987.5,2601.2,2386.3
09-Apr-2015,887.7,833.5,54.2,7489,3898.5,3590.5
08-Apr-2015,999.1,694.8,304.3,12654.1,6232.5,6421.6
07-Apr-2015,536.7,707.1,-170.4,15656.8,6113,9543.8
06-Apr-2015,878.1,1115.8,-237.7,20107.4,3788.9,16318.5
01-Apr-2015,813.2,703.7,109.5,22.1,4.7,17.4
Total,21438.3,13823.4,7614.9,134765.6,106165.8,28599.8
31-May-2000,169.36,69.56,99.8,0,0,0
30-May-2000,82.46,40.25,42.21,0,0,0
29-May-2000,101.16,51.75,49.41,0,0,0
