,EQUITY,EQUITY,EQUITY,DEBT,DEBT,DEBT
Date,Gross Purchase,Gross Sales,Net Purchase/Sales,Gross Purchase,Gross Sales,Net Purchase/Sales
27-Aug-2004,141.63,102.77,38.86,195.89,133.52,62.37
26-Aug-2004,197.17,171.98,25.19,172.79,136.39,36.4
25-Aug-2004,160.74,251.06,-90.32,91.82,63.62,28.2
24-Aug-2004,135.07,86.09,48.98,276.37,92.77,183.6
23-Aug-2004,134.5,114.88,19.62,109.46,90.15,19.31
21-Aug-2004,N.A.,N.A.,N.A.,5.04,7.56,-2.52
20-Aug-2004,79.26,78.01,1.25,0,0,0
19-Aug-2004,94.39,73.75,20.64,79.91,111.72,-31.81
18-Aug-2004,82.55,77.58,4.97,243.05,134.62,108.43
17-Aug-2004,152.8,118.3,34.5,118.46,142.64,-24.18
16-Aug-2004,115.73,81.91,33.82,70.03,91.57,-21.54
14-Aug-2004,N.A.,N.A.,N.A.,7.92,16.6,-8.68
13-Aug-2004,89.71,117.71,-28,104.77,152.58,-47.81
12-Aug-2004,108.6,132.91,-24.31,146.39,199.05,-52.66
11-Aug-2004,147.83,181.01,-33.18,31.65,105.08,-73.43
10-Aug-2004,156.91,148.69,8.22,46.97,288.41,-241.44
09-Aug-2004,95.7,137.82,-42.12,125.11,192.18,-67.07
07-Aug-2004,N.A.,N.A.,N.A.,14.81,9.78,5.03
06-Aug-2004,115.25,185.57,-70.32,1158.06,181.88,976.18
05-Aug-2004,148.09,215.5,-67.41,130.76,312.94,-182.18
04-Aug-2004,63.74,125.82,-62.08,221.71,72.61,149.1
03-Aug-2004,182.78,144.21,38.57,353.45,223.1,130.35
02-Aug-2004,97.2,113.94,-16.74,217.58,78.69,138.89
Total,2822.05,2919.88,-97.83,4518.11,3228.22,1289.89
30-Mar-2010,465.8,566,-100.2,3221.1,10459.1,-7238
29-Mar-2010,570.4,952.7,-382.3,4237.8,7177.8,-2940
26-Mar-2010,578.7,780.5,-201.8,3225.2,8073.8,-4848.6
25-Mar-2010,1083.6,1154.4,-70.8,5257.5,6646.2,-1388.7
23-Mar-2010,464.2,763.9,-299.7,3688.6,4597.6,-909
22-Mar-2010,508.3,867.8,-359.5,4531.1,2332,2199.1
19-Mar-2010,777.4,879.2,-101.8,3707.7,4938.2,-1230.5
18-Mar-2010,491.2,543.4,-52.2,4719.1,3968.8,750.3
17-Mar-2010,805.9,773.1,32.8,3664.1,3018.5,645.6
16-Mar-2010,567.9,745.1,-177.2,0,0,0
15-Mar-2010,340.1,577.5,-237.4,4655.1,2237.9,2417.2
12-Mar-2010,688.8,816.2,-127.4,3162,3044.4,117.6
11-Mar-2010,468.6,713,-244.4,3659.7,2818.7,841
10-Mar-2010,568.4,905.9,-337.5,3989.8,2913.8,1076
09-Mar-2010,719.3,692.6,26.7,2855.6,1638.4,1217.2
08-Mar-2010,796.2,995,-198.2,2957.4,1054.5,1902.9
05-Mar-2010,593.7,1121,-527.3,4229.6,2065.2,2164.4
04-Mar-2010,502.8,853.8,-351,1907.7,935.7,972
03-Mar-2010,701.6,619.1,82.5,1614.6,1234.5,380.1
02-Mar-2010,782.7,962.4,-179.7,2081.9,2071.5,10.4
Total,12475.6,16282.6,-3806.4,67365.6,71226.6,-3861
30-Oct-2015,2612.6,967.3,1645.3,7088.9,9183.3,-2094.4
29-Oct-2015,2022.5,2340.3,-317.8,4625.3,2557,2068.3
28-Oct-2015,1461.4,1164.9,296.5,3847.8,2552.4,1295.4
27-Oct-2015,1015.9,876.1,139.8,3138.4,2383.7,754.7
26-Oct-2015,919.3,1011.3,-92,3865.4,2148.5,1716.9
23-Oct-2015,861.6,693.6,168,3428.2,1892.8,1535.4
21-Oct-2015,906.3,874.2,32.1,4541.5,4170.6,370.9
20-Oct-2015,1208.3,1130.4,77.9,3217.5,3075.2,142.3
19-Oct-2015,973,1103.6,-130.6,4059.2,4099.6,-40.4
16-Oct-2015,870.2,687.8,182.4,3872.1,2251.2,1620.9
15-Oct-2015,881.6,756.1,125.5,3882.7,3396.3,486.4
14-Oct-2015,789.6,622.8,166.8,3517.8,2374.5,1143.3
13-Oct-2015,531.5,617.9,-86.4,3661.4,2977.3,684.1
12-Oct-2015,699.3,714.7,-15.4,2553.6,2601.5,-47.9
09-Oct-2015,974.1,838.3,135.8,3487.5,2430.7,1056.8
08-Oct-2015,852.3,804.6,47.7,5198.2,3976.9,1221.3
07-Oct-2015,872.3,917.6,-45.3,5819.2,5037.8,781.4
06-Oct-2015,1080.1,1109.7,-29.6,4912.3,4321.7,590.6
05-Oct-2015,992.5,835.5,157,7110.5,2666.9,4443.6
01-Oct-2015,1166.7,689.3,477.4,12024.9,4743.7,7281.2
Total,21691.1,18756,2935.1,93852.4,68841.6,25010.8
31-May-2005,188.23,263.6,-75.37,527.06,290.15,236.91
30-May-2005,207.48,343.8,-136.32,288.05,155.65,132.4
28-May-2005,N.A.,N.A.,N.A.,65.59,17.26,48.33
27-May-2005,290.59,221.82,68.77,290.92,224.6,66.32
26-May-2005,429.37,305.56,123.81,848.62,458.51,390.11
25-May-2005,418.58,125.41,293.17,300.29,264.95,35.34
24-May-2005,457.56,90.65,366.91,577.12,210.25,366.87
23-May-2005,211.88,141.64,70.24,0,0,0
21-May-2005,N.A.,N.A.,N.A.,30.9,5.09,25.81
20-May-2005,157.82,80.11,77.71,674.59,469.95,204.64
19-May-2005,256.13,132.5,123.63,586.96,137.82,449.14
18-May-2005,631.85,185.56,446.29,511.97,350.53,161.44
17-May-2005,322.26,141.32,180.94,574.1,313.35,260.75
16-May-2005,517.61,143.08,374.53,415.62,262.35,153.27
14-May-2005,N.A.,N.A.,N.A.,63.54,40.28,23.26
13-May-2005,437.09,150.74,286.35,225.42,251.72,-26.3
12-May-2005,263.43,96.02,167.41,223.79,202.22,21.57
11-May-2005,281.11,181.93,99.18,276.28,119.77,156.51
10-May-2005,348.03,161.02,187.01,586.89,303.02,283.87
09-May-2005,389.27,175.89,213.38,516.44,296.85,219.59
07-May-2005,N.A.,N.A.,N.A.,106,71.49,34.51
06-May-2005,234.86,124.64,110.22,466.64,309.35,157.29
05-May-2005,348.13,208.09,140.04,801.06,512.77,288.29
04-May-2005,217.07,152.69,64.38,797,319.91,477.09
03-May-2005,209.38,99.72,109.66,595.27,287.76,307.51
02-May-2005,182.99,129.94,53.05,337.78,101.76,236.02
Total,7000.72,3655.73,3344.99,10687.9,5977.36,4710.54
29-Feb-2012,655.8,722,-66.2,5726,8023.5,-2297.5
28-Feb-2012,686.4,578,108.4,3534.3,5670.6,-2136.3
27-Feb-2012,514.7,863.1,-348.4,5328.2,5002.4,325.8
24-Feb-2012,1659.7,960,699.7,5031.2,5446.9,-415.7
23-Feb-2012,751.5,974.6,-223.1,5198.5,3262.5,1936
22-Feb-2012,667.4,1327.3,-659.9,4374,2481.3,1892.7
21-Feb-2012,634.1,971.6,-337.5,5142.8,3188.9,1953.9
17-Feb-2012,1291.1,1305.1,-14,5375.2,1938.4,3436.8
16-Feb-2012,672.5,1104.9,-432.4,8.7,4.6,4.1
15-Feb-2012,1299,1084.7,214.3,3710.7,3033.6,677.1
14-Feb-2012,536.4,484.1,52.3,4108.1,1881.7,2226.4
13-Feb-2012,312.9,574.1,-261.2,4800.6,2256.4,2544.2
10-Feb-2012,674.5,717.4,-42.9,3987.2,4232.5,-245.3
09-Feb-2012,439.7,821,-381.3,3068.9,2937.9,131
08-Feb-2012,716.9,687,29.9,4908.1,3155.5,1752.6
07-Feb-2012,476.3,757.3,-281,4445.9,3689.4,756.5
06-Feb-2012,727.6,638.3,89.3,3913.5,3693.9,219.6
03-Feb-2012,471.2,860,-388.8,5727.3,2776.8,2950.5
02-Feb-2012,802.7,915.5,-112.8,3121.3,2540.3,581
01-Feb-2012,950,765.5,184.5,7069.1,2650.3,4418.8
Total,14940.4,17111.5,-2171.1,88579.6,67867.4,20712.2
31-Mar-2003,44.06,55.59,-11.53,173.93,311.95,-138.02
29-Mar-2003,N.A.,N.A.,N.A.,123.49,175.19,-51.7
28-Mar-2003,39.27,51.93,-12.66,150.31,88.12,62.19
27-Mar-2003,44.69,66.34,-21.65,457.31,261.58,195.73
26-Mar-2003,48.1,59.97,-11.87,70.82,133.48,-62.66
25-Mar-2003,34.54,42.34,-7.8,177.75,162.61,15.14
24-Mar-2003,36.21,38.96,-2.75,157.24,85.85,71.39
22-Mar-2003,22.54,11.83,10.71,65.63,67.5,-1.87
21-Mar-2003,49.51,72.45,-22.94,221.67,319.03,-97.36
20-Mar-2003,93.55,59.72,33.83,101.72,94.97,6.75
19-Mar-2003,47.63,32.65,14.98,31.81,75.96,-44.15
17-Mar-2003,63.85,25.41,38.44,47.64,48.81,-1.17
13-Mar-2003,33.08,64.65,-31.57,11.7,37.31,-25.61
12-Mar-2003,68.17,65.71,2.46,46.95,98.15,-51.2
11-Mar-2003,57.67,37.55,20.12,36.45,19.93,16.52
10-Mar-2003,55.35,29.3,26.05,68.62,44.13,24.49
08-Mar-2003,N.A.,N.A.,N.A.,0,11.86,-11.86
07-Mar-2003,67.13,40.28,26.85,146.5,73.8,72.7
06-Mar-2003,51.29,23.32,27.97,142.48,83.29,59.19
05-Mar-2003,47.19,35.22,11.97,221.3,111.21,110.09
04-Mar-2003,45.69,47.59,-1.9,55.97,59.39,-3.42
03-Mar-2003,66.22,92.79,-26.57,143.67,199.59,-55.92
Total,1015.74,953.6,62.14,2652.96,2563.71,89.25
31-Jan-2011,928.2,513.4,414.8,2925.2,3205.1,-279.9
28-Jan-2011,594.3,1009,-414.7,4634.9,2559.8,2075.1
27-Jan-2011,599.5,907.2,-307.7,1710.7,1262,448.7
25-Jan-2011,537.7,589.3,-51.6,1446.6,1097.9,348.7
24-Jan-2011,788.9,525.7,263.2,1822.8,1816.2,6.6
21-Jan-2011,499.9,428.6,71.3,1985,1699.1,285.9
20-Jan-2011,668.4,641,27.4,2992.9,673.6,2319.3
19-Jan-2011,761,536.2,224.8,2878.8,1304,1574.8
18-Jan-2011,581.1,582.6,-1.5,1909.3,1201.9,707.4
17-Jan-2011,415.8,370.1,45.7,1480.8,658.2,822.6
14-Jan-2011,478.1,576.6,-98.5,2186.5,1818.2,368.3
13-Jan-2011,414.2,506.8,-92.6,2101.5,1063.1,1038.4
12-Jan-2011,624,381.7,242.3,1820.3,1225.5,594.8
11-Jan-2011,802.3,411,391.3,2670,1667.2,1002.8
10-Jan-2011,691.4,390.4,301,3326.2,950.8,2375.4
07-Jan-2011,974.6,439.3,535.3,7713.6,1355.2,6358.4
06-Jan-2011,396.7,796.8,-400.1,3916.9,2244.3,1672.6
05-Jan-2011,557,733.6,-176.6,7305.8,1019.6,6286.2
04-Jan-2011,588,881.4,-293.4,4821.4,891.9,3929.5
03-Jan-2011,431.4,520.9,-89.5,7608.1,2117.2,5490.9
01-Jan-2011,342.5,735.6,-393.1,3221.6,2106.6,1115
Total,12675,12477.2,197.8,70478.9,31937.4,38541.5
28-Nov-2014,1473.2,1238.2,235,13346.6,8791.1,4555.5
27-Nov-2014,1990.2,1220.2,770,11919.1,7119.6,4799.5
26-Nov-2014,1114.7,563,551.7,5564.3,4843.3,721
25-Nov-2014,1361.4,1340.5,20.9,4956.5,3826.5,1130
24-Nov-2014,598.9,534.5,64.4,4258.2,2857,1401.2
21-Nov-2014,1211.3,644.1,567.2,8107.7,3686.8,4420.9
20-Nov-2014,690.8,548.9,141.9,4339.3,1803.1,2536.2
19-Nov-2014,688.9,991,-302.1,3487.1,1741,1746.1
18-Nov-2014,975.4,801,174.4,7066.9,3485.5,3581.4
17-Nov-2014,1055,635.3,419.7,4944.3,2494.5,2449.8
14-Nov-2014,857,866.2,-9.2,12095.2,7929.6,4165.6
13-Nov-2014,687.2,778.5,-91.3,4803,3307.4,1495.6
12-Nov-2014,731.1,749.5,-18.4,5672.2,6279.3,-607.1
11-Nov-2014,617.4,696.2,-78.8,7137.7,5169.6,1968.1
10-Nov-2014,716.6,680.3,36.3,7968.1,6697.9,1270.2
07-Nov-2014,251.6,361.8,-110.2,2262.8,2241.7,21.1
05-Nov-2014,833.3,1259.3,-426,7650.8,3404.6,4246.2
03-Nov-2014,711.4,979.9,-268.5,10415.6,5730.7,4684.9
Total,16565.4,14888.4,1677,125995.4,81409.2,44586.2
28-Feb-2013,1669.4,1199,470.4,8586,9264.9,-678.9
27-Feb-2013,706.9,436.3,270.6,7038.1,5053.9,1984.2
26-Feb-2013,476.4,575.2,-98.8,12082,5916.2,6165.8
25-Feb-2013,347.6,311.6,36,9309.1,5929.1,3380
22-Feb-2013,392.1,496.7,-104.6,7450.5,4660.5,2790
21-Feb-2013,532.9,691.6,-158.7,4149.5,3528.2,621.3
20-Feb-2013,179.7,226.5,-46.8,4112.5,1588,2524.5
19-Feb-2013,245.1,202.1,43,6.1,1.8,4.3
18-Feb-2013,273.1,196.4,76.7,8720.3,3572.7,5147.6
15-Feb-2013,338.6,337.4,1.2,6636.7,3346.4,3290.3
14-Feb-2013,486.3,498.5,-12.2,4871.4,3331.6,1539.8
13-Feb-2013,474.4,450.2,24.2,4979.2,3757.8,1221.4
12-Feb-2013,440,322.8,117.2,5173.4,4366.2,807.2
11-Feb-2013,384.4,488.8,-104.4,4297.8,3040.8,1257
08-Feb-2013,382.7,492.3,-109.6,6337.8,4593.7,1744.1
07-Feb-2013,1022.5,940.2,82.3,7295.8,5605.2,1690.6
06-Feb-2013,343.2,824.5,-481.3,6201.9,5086.2,1115.7
05-Feb-2013,245.2,841.9,-596.7,5923.3,4467.2,1456.1
04-Feb-2013,425.7,686.7,-261,5330.2,4873.2,457
01-Feb-2013,919.9,915.5,4.4,9815,6240.9,3574.1
Total,10286.1,11134.2,-848.1,128316.6,88224.5,40092.1
Total,0,0,0,0,0,0
31-Oct-2002,136.42,106.96,29.46,295.71,325.15,-29.44
30-Oct-2002,37.95,68.84,-30.89,656.98,173.84,483.14
29-Oct-2002,81.36,61.52,19.84,266.14,127.79,138.35
28-Oct-2002,57.99,47.21,10.78,253.2,119.07,134.13
26-Oct-2002,N.A.,N.A.,N.A.,18.54,77.88,-59.34
25-Oct-2002,83.43,86.94,-3.51,183.32,109.94,73.38
24-Oct-2002,75.34,73.96,1.38,243.43,110.45,132.98
23-Oct-2002,37.92,49.27,-11.35,275.27,140.4,134.87
22-Oct-2002,39.06,106.02,-66.96,199.87,145.37,54.5
21-Oct-2002,34.77,24.22,10.55,263.8,120.71,143.09
19-Oct-2002,N.A.,N.A.,N.A.,79.87,83.32,-3.45
18-Oct-2002,56.83,78.6,-21.77,282.89,147.36,135.53
17-Oct-2002,20.53,97.54,-77.01,276.45,168.15,108.3
16-Oct-2002,35.18,72.57,-37.39,264.81,105.19,159.62
14-Oct-2002,30.65,81.88,-51.23,199.48,67.43,132.05
12-Oct-2002,N.A.,N.A.,N.A.,148,20.44,127.56
11-Oct-2002,60.52,64.75,-4.23,121.37,92.99,28.38
10-Oct-2002,70.92,50.66,20.26,219.33,98.38,120.95
09-Oct-2002,73.2,37.14,36.06,131.24,203.44,-72.2
08-Oct-2002,53.52,27.56,25.96,142,128.53,13.47
07-Oct-2002,41.81,28.99,12.82,308.05,101.57,206.48
05-Oct-2002,N.A.,N.A.,N.A.,26.22,27.43,-1.21
04-Oct-2002,110.58,37.37,73.21,258.97,164.13,94.84
03-Oct-2002,76.05,30.44,45.61,216.93,96.63,120.3
01-Oct-2002,33.6,59.6,-26,266.17,202.03,64.14
Total,1247.63,1292.04,-44.41,5598.04,3157.62,2440.42
28-Sep-2011,319.1,476,-156.9,4852.7,3453.8,1398.9
27-Sep-2011,495.3,300.8,194.5,2589.8,4469.8,-1880
26-Sep-2011,457.1,420,37.1,3442,2869,573
23-Sep-2011,466.5,457.9,8.6,5644.7,3348.3,2296.4
22-Sep-2011,413,454,-41,3056.2,1471.8,1584.4
21-Sep-2011,654.8,438.8,216,2938,1305.2,1632.8
20-Sep-2011,348.5,457.8,-109.3,3324.3,2331.4,992.9
19-Sep-2011,247.3,325.9,-78.6,3265,2907.3,357.7
16-Sep-2011,560,410.2,149.8,5386.4,3590.2,1796.2
15-Sep-2011,498.8,391.9,106.9,3112.1,4525.8,-1413.7
14-Sep-2011,434.7,581.9,-147.2,3744.3,2825.9,918.4
13-Sep-2011,364.7,426.7,-62,2315.5,2331.8,-16.3
12-Sep-2011,344.1,438,-93.9,4023.6,2452.5,1571.1
09-Sep-2011,553.2,582.1,-28.9,4507.5,3333,1174.5
08-Sep-2011,536.7,562.5,-25.8,6780.6,4463,2317.6
07-Sep-2011,561.7,522.7,39,6743.2,3246.5,3496.7
06-Sep-2011,461.6,726.1,-264.5,5531.2,4293.2,1238
05-Sep-2011,445.6,651.4,-205.8,4520.4,2572.2,1948.2
02-Sep-2011,378.4,647.2,-268.8,4513.3,1545.7,2967.6
Total,8541.1,9271.9,-730.8,80290.8,57336.4,22954.4
28-Feb-2007,1224.73,981.25,243.48,1269.77,627.19,642.58
27-Feb-2007,774.6,426.02,348.58,469.76,460.26,9.5
26-Feb-2007,821.03,550.44,270.59,1214.54,578.26,636.28
23-Feb-2007,780.45,743.24,37.21,493.37,567.81,-74.44
22-Feb-2007,1063.85,1063.1,0.75,848.11,326.49,521.62
21-Feb-2007,557.78,539.97,17.81,447.96,900.01,-452.05
20-Feb-2007,544.59,541.64,2.95,215.54,236.98,-21.44
19-Feb-2007,704.22,573.45,130.77,1067.96,162,905.96
15-Feb-2007,777.43,672.55,104.88,488.01,417.09,70.92
14-Feb-2007,552.68,1033.82,-481.14,754.68,390.94,363.74
13-Feb-2007,725.2,700.33,24.87,561.86,551.05,10.81
12-Feb-2007,429.11,818.49,-389.38,368.79,477.81,-109.02
09-Feb-2007,396.96,587.79,-190.83,836.59,420.09,416.5
08-Feb-2007,447.72,640.79,-193.07,430.11,307.93,122.18
07-Feb-2007,762.85,800.69,-37.84,362.8,379.69,-16.89
06-Feb-2007,646.82,675.1,-28.28,270.03,483.21,-213.18
05-Feb-2007,337.58,503.11,-165.53,146.14,213.54,-67.4
02-Feb-2007,637.2,714.84,-77.64,105.97,182.63,-76.66
01-Feb-2007,512.29,404.52,107.77,0,0,0
Total,12697.09,12971.14,-274.05,10351.99,7682.98,2669.01
29-Feb-2008,1312.2,855.8,456.4,1632,966.5,665.5
28-Feb-2008,1647.2,1046.4,600.8,1817.9,595.1,1222.8
27-Feb-2008,985.4,792.9,192.5,1452.2,881,571.2
26-Feb-2008,1013.7,487.8,525.9,368.1,379.8,-11.7
25-Feb-2008,960.4,1100.9,-140.5,387.5,265.8,121.7
22-Feb-2008,327.3,490.9,-163.6,485.8,267.6,218.2
21-Feb-2008,467.4,694.2,-226.8,736.2,378.4,357.8
20-Feb-2008,523.7,715,-191.3,1022.6,821.6,201
19-Feb-2008,618.7,945.5,-326.8,702,542.8,159.2
18-Feb-2008,495.5,540.6,-45.1,541.3,796.9,-255.6
15-Feb-2008,803.9,642,161.9,510.6,354.3,156.3
14-Feb-2008,936.4,640.1,296.3,535.5,441.8,93.7
13-Feb-2008,592.8,585.1,7.7,764,883.2,-119.2
12-Feb-2008,720.8,820.7,-99.9,1149.6,475.7,673.9
11-Feb-2008,698.8,1269.7,-570.9,1324,805.1,518.9
08-Feb-2008,522.2,815.8,-293.6,1176.1,646.8,529.3
07-Feb-2008,583,661.3,-78.3,1920,758.4,1161.6
06-Feb-2008,745,957.2,-212.2,2650.4,759.1,1891.3
05-Feb-2008,565.7,863.1,-297.4,2907.3,986.1,1821.7
04-Feb-2008,1332.6,513.7,818.9,2460.7,538.6,1922.1
01-Feb-2008,899.2,799.2,100,868.9,795.1,73.8
Total,16751.9,16237.9,514,25412.7,13339.7,11973.5
31-Jan-2002,68.29,78.51,-10.21,297.71,146.22,151.48
30-Jan-2002,63.47,67.22,-3.75,306.94,202.25,104.69
29-Jan-2002,63.34,69.39,-6.04,239.2,116.84,122.36
28-Jan-2002,62.73,70.14,-7.41,97.5,118.92,-21.42
25-Jan-2002,61.44,69.96,-8.52,177.88,42.45,135.43
24-Jan-2002,49.33,44.51,4.83,152.09,132.72,19.37
23-Jan-2002,110.35,88.49,21.86,224.94,125.98,98.96
22-Jan-2002,116.27,65.23,51.03,163.74,45.17,118.57
21-Jan-2002,52.34,69.75,-17.41,228.69,163.03,65.66
19-Jan-2002,N.A.,N.A.,N.A.,25.47,45.04,-19.57
18-Jan-2002,107.13,106.08,1.04,182.84,268.9,-86.06
17-Jan-2002,150.53,99.39,51.14,186.31,95.66,90.65
16-Jan-2002,61.09,60.45,0.6,338.68,136.16,202.51
15-Jan-2002,87.91,74.28,13.63,339.61,92.37,247.25
14-Jan-2002,84.67,133.31,-48.64,189.52,174.48,15.04
12-Jan-2002,N.A.,N.A.,N.A.,16,0,16
11-Jan-2002,155.33,137.68,17.65,188.65,101.33,87.32
10-Jan-2002,74.78,162.29,-87.51,220.38,131.15,89.23
09-Jan-2002,71.15,112.64,-41.49,171.59,138.17,33.42
08-Jan-2002,53.05,162.91,-109.86,282.44,85.07,166.96
07-Jan-2002,52.94,148.6,-95.66,230.26,157.58,72.68
05-Jan-2002,N.A.,N.A.,N.A.,24.63,5.42,19.21
04-Jan-2002,79.71,156.63,-76.92,67.55,43.93,23.62
03-Jan-2002,39.67,90.3,-50.63,180.05,121.3,58.75
02-Jan-2002,23.77,55.85,-32.08,164.57,102.18,62.39
01-Jan-2002,30.72,29.31,1.41,218.49,33.92,184.57
Total,1720.01,2152.92,-432.94,4915.73,2826.24,2059.07
31-Jan-2003,70.99,77.84,-6.85,80.77,94.52,-13.75
30-Jan-2003,73.52,108.9,-35.38,168.14,121.16,46.98
29-Jan-2003,90.98,68.36,22.62,185.44,166.42,19.02
28-Jan-2003,64.2,91.95,-27.75,87.85,215.02,-127.17
27-Jan-2003,126.71,81.13,45.58,64.83,79.09,-14.26
25-Jan-2003,N.A.,N.A.,N.A.,29.05,7.68,21.37
24-Jan-2003,61.57,74.49,-12.92,20.41,165.1,-144.69
23-Jan-2003,50.73,151.49,-100.76,142.94,265.37,-122.43
22-Jan-2003,58.18,69.95,-11.77,358.63,215.57,143.06
21-Jan-2003,61.46,80.81,-19.35,188.4,175.65,12.75
20-Jan-2003,53.97,47.82,6.15,169.42,132.28,37.14
18-Jan-2003,N.A.,N.A.,N.A.,37.35,14.92,22.43
17-Jan-2003,44.23,64.84,-20.61,239.71,172.11,67.6
16-Jan-2003,75.78,68.24,7.54,245.72,285.52,-39.8
15-Jan-2003,48.59,68.5,-19.91,302.04,265.37,36.67
14-Jan-2003,88.7,105.05,-16.35,415.57,233.28,182.29
13-Jan-2003,82.02,60.46,21.56,375.53,212.19,163.34
11-Jan-2003,N.A.,N.A.,N.A.,17.01,15.74,1.27
10-Jan-2003,121.08,269.76,-148.68,179.7,116.56,63.14
09-Jan-2003,61.84,66.9,-5.06,241.49,231.79,9.7
08-Jan-2003,53.44,90.71,-37.27,215.51,97.85,117.66
07-Jan-2003,55.83,49.61,6.22,599.19,193.66,405.53
06-Jan-2003,37.82,63.38,-25.56,163.31,168.3,-4.99
04-Jan-2003,N.A.,N.A.,N.A.,20.59,42.09,-21.5
03-Jan-2003,46.55,45.49,1.06,99.04,122.61,-23.57
02-Jan-2003,72.25,101.75,-29.5,402.98,155.56,247.42
01-Jan-2003,33.75,29.8,3.95,208.35,143.11,65.24
Total,1534.19,1937.23,-403.04,5258.97,4108.52,1150.45
30-Sep-2003,157.83,82.26,75.57,294.13,320.62,-26.49
29-Sep-2003,143.49,76.93,66.56,245.66,139.03,106.63
27-Sep-2003,N.A.,N.A.,N.A.,53.86,44.62,9.24
26-Sep-2003,118.97,55.19,63.78,281.75,293.34,-11.59
25-Sep-2003,126.58,87.37,39.21,432.16,345.37,86.79
24-Sep-2003,101.16,56.58,44.58,427.64,175.8,251.84
23-Sep-2003,104.64,101.69,2.95,240.39,247.39,-7
22-Sep-2003,70.47,87.7,-17.23,188.2,124.4,63.8
20-Sep-2003,N.A.,N.A.,N.A.,51.36,42.09,9.27
19-Sep-2003,220.7,162.77,57.93,172.86,121.78,51.08
18-Sep-2003,104.06,80.96,23.1,329.6,294.65,34.95
17-Sep-2003,134.66,176.02,-41.36,248.09,233.99,14.1
16-Sep-2003,241.65,284.2,-42.55,410.54,193.08,217.46
15-Sep-2003,99.4,172.21,-72.81,91.49,53.53,37.96
13-Sep-2003,N.A.,N.A.,N.A.,60.66,35.94,24.72
12-Sep-2003,62.42,124.73,-62.31,154.22,228.85,-74.63
11-Sep-2003,94.74,83.84,10.9,164.65,113.77,50.88
10-Sep-2003,151.29,250.61,-99.32,178.13,169.89,8.24
09-Sep-2003,147.32,285.57,-138.25,163.83,48.82,115.01
08-Sep-2003,141.41,166.47,-25.06,207.28,66.52,140.76
06-Sep-2003,N.A.,N.A.,N.A.,60.19,28.9,31.29
05-Sep-2003,98.55,138,-39.45,238.61,227.72,10.89
04-Sep-2003,104.53,205.66,-101.13,303.6,153.97,149.63
03-Sep-2003,122.03,75.81,46.22,171.24,163.09,8.15
02-Sep-2003,136.74,219.44,-82.7,492.51,233.93,258.58
01-Sep-2003,129.91,128.65,1.26,234.12,115.9,118.22
Total,2812.55,3102.66,-290.11,5896.77,4216.99,1679.78
Total,0,0,0,0,0,0
29-Jun-2012,707.8,895.7,-187.9,10823,5376.3,5446.7
28-Jun-2012,806.3,454.7,351.6,9343.7,4254.5,5089.2
27-Jun-2012,381.6,303.8,77.8,6687.3,3647.3,3040
26-Jun-2012,324.7,646.6,-321.9,5306.6,1955.3,3351.3
25-Jun-2012,280.6,288.6,-8,5353.7,1165.4,4188.3
22-Jun-2012,300.3,454.9,-154.6,9017.1,1820.1,7197
21-Jun-2012,438.5,459.3,-20.8,6120.4,1971.6,4148.8
20-Jun-2012,535.6,347.6,188,6140.6,1957.3,4183.3
19-Jun-2012,400.8,413,-12.2,5502.3,2480.6,3021.7
18-Jun-2012,468.8,507.1,-38.3,8352.1,3933.7,4418.4
15-Jun-2012,389.8,376.1,13.7,8145.1,5056.2,3088.9
14-Jun-2012,187,462.4,-275.4,7585,2993.6,4591.4
13-Jun-2012,634.9,546.9,88,6303.4,2483.7,3819.7
12-Jun-2012,356.8,418.8,-62,4876,2441.9,2434.1
11-Jun-2012,233.2,304,-70.8,5336.9,3167.1,2169.8
08-Jun-2012,315.6,407.5,-91.9,6086.1,4223.5,1862.6
07-Jun-2012,285,280.2,4.8,5964.4,3751.8,2212.6
06-Jun-2012,828.6,360.5,468.1,8884.4,5285.7,3598.7
05-Jun-2012,649.4,359.1,290.3,6694.9,5488.7,1206.2
04-Jun-2012,495.2,403.6,91.6,7983.8,4840.2,3143.6
01-Jun-2012,247.2,281.7,-34.5,10194,3940.9,6253.1
Total,9267.7,8972.1,295.6,150700.8,72235.4,78465.4
29-Nov-2001,51.28,66.28,-15,165.3,73.59,91.71
28-Nov-2001,55.92,53.16,2.76,178.51,126.67,51.84
27-Nov-2001,72.55,122.04,-49.49,196.72,111,85.72
26-Nov-2001,42.21,134.54,-92.33,189.45,131.94,57.51
24-Nov-2001,N.A.,N.A.,N.A.,96.72,15.74,80.98
23-Nov-2001,37.3,70.41,-33.11,267.47,91.97,175.5
22-Nov-2001,68.86,83.81,-14.95,198.16,108.37,89.79
21-Nov-2001,41.55,91.58,-50.03,217.85,108.2,109.65
20-Nov-2001,72.82,139.37,-66.5,238.81,100.73,138.08
19-Nov-2001,65.77,83.97,-18.2,176.96,33.53,143.43
15-Nov-2001,92.59,50.44,42.15,59.81,17.27,42.54
14-Nov-2001,9.02,0.59,8.43,0,0,0
13-Nov-2001,28.32,12.49,15.83,127.66,33.17,94.49
12-Nov-2001,19.45,20.91,-1.46,187.27,34.22,153.05
10-Nov-2001,N.A.,N.A.,N.A.,19.96,22.73,-2.77
